DOI,References,Score,Title,Authors,Year,Abstract
10.1088/0954-898x_2_4_004,[],0.713412,What determines the capacity of autoassociative memories in the brain?,Alessandro Treves; Edmund T Rolls,1991.0,
10.1152/jn.1972.35.2.230,[],0.712283,Changes in unit activity and thresholds to electrical microstimulation at coronal-pericruciate cortex of cat with classical conditioning of different facial movements.,C D Woody; J Engel,1972.0,
10.1152/jn.1988.60.3.909,[],0.680961,Detecting spatiotemporal firing patterns among simultaneously recorded single neurons,M. Abeles; G. L. Gerstein,1988.0,"<jats:p> 1. A particular firing pattern among simultaneously observed neurons represents a particular sequence of activity. If any multineuron pattern repeats significantly more than expected by chance, we may be observing a repeated state of a neural assembly as it processes similar units of information. 2. We present here an algorithm that rapidly finds all single or multineuron patterns that repeat two or more times within a block of data, as well as equations for calculating the number of patterns of given length and repetition that would be expected. The complexity of patterns for which it is practical to compute expected numbers is three to six spikes (inclusive). 3. Confidence limits are based on these expected numbers of patterns, so that is possible to identify groups of patterns that are worthy of further analysis. 4. These methods are tested against simulated multineuron data that has various types of known nonstationarities, with good agreement between observed and expected values. 5. Application to real spike trains shows a large excess of observed repeating patterns, of which some, but not all, are shown to be due to bursts of high frequency firing. 6. It should be possible to apply the new method as a filter in real time in order to search for an association between repeated pattern events and externally observable events (stimulus, behavior, etc.). Any repeated pattern events which cannot be so associated may represent a new indicator of internal events in the nervous system. "
10.1152/jn.1993.70.4.1629,[],0.681885,Spatiotemporal firing patterns in the frontal cortex of behaving monkeys,M. Abeles; H. Bergman; E. Margalit; E. Vaadia,1993.0,"<jats:p> 1. Activity of up to 10 single units was recorded in parallel from frontal areas of behaving monkeys. 2. Spatiotemporal firing patterns were revealed by a method that detects all excessively repeating patterns regardless of their complexity or single-unit composition. 3. Excess of repeating patterns was found in 30-60% of the cases examined when timing jitter of 1-3 ms was allowed. 4. An independent test refuted the hypothesis that these patterns represented chance events. 5. In a given behavioral condition there were usually many different patterns, each repeating several times, and not one (or a few) pattern repeating many times. 6. In 13 out of 20 cases, when a single unit elevated its firing rate in association with an external event beyond 40/s, most of the spikes within that period were associated with excessively repeating spatiotemporal patterns. 7. Of 157 types of patterns whose excess was most marked, 107 were composed of spikes from one single unit, 45 of the patterns contained spikes from two single units, and only one was composed of spikes from three different single units. 8. These properties suggest that the patterns were generated by reverberations in a synfire mode within self-exciting cell assemblies. "
10.1152/jn.1989.61.5.900,[],0.680381,"Dynamics of neuronal firing correlation: modulation of ""effective connectivity""",A. M. Aertsen; G. L. Gerstein; M. K. Habib; G. Palm,1989.0,"<jats:p> 1. We reexamine the possibilities for analyzing and interpreting the time course of correlation in spike trains simultaneously and separably recorded from two neurons. 2. We develop procedures to quantify and properly normalize the classical joint peristimulus time scatter diagram. These allow separation of the ""raw"" correlation into components caused by direct stimulus modulations of the single-neuron firing rates and those caused by various types of interaction between the two neurons. 3. A newly developed significance test (""surprise"") is applied to evaluate such inferences. 4. Application of the new procedures to simulated spike trains allowed the recovery of the known circuitry. In particular, it proved possible to recover fast stimulus-locked modulations of ""effective connectivity,"" even if they were masked by strong direct stimulus modulations of individual firing rates. These procedures thus present a clearly superior alternative to the commonly used ""shift predictor."" 5. Adopting a model-based approach, we generalize the classical measures for quantifying a direct interneuronal connection (""efficacy"" and ""contribution"") to include possible stimulus-locked time variations. 6. Application of the new procedures to real spike trains from several different preparations showed that fast stimulus-locked modulations of ""effective connectivity"" also occur for real neurons. "
10.1023/a:1008861001091,[],0.654878,Temporal Sequence Compression by an Integrate-and-Fire Model of Hippocampal Area CA3,D.A. August; W.B Levy,1999.0,
10.1523/jneurosci.18-24-10464.1998,[],0.682762,"Synaptic Modifications in Cultured Hippocampal Neurons: Dependence on Spike Timing, Synaptic Strength, and Postsynaptic Cell Type",Guo-qiang Bi; Mu-ming Poo,1998.0,"<jats:p>In cultures of dissociated rat hippocampal neurons, persistent potentiation and depression of glutamatergic synapses were induced by correlated spiking of presynaptic and postsynaptic neurons. The relative timing between the presynaptic and postsynaptic spiking determined the direction and the extent of synaptic changes. Repetitive postsynaptic spiking within a time window of 20 msec after presynaptic activation resulted in long-term potentiation (LTP), whereas postsynaptic spiking within a window of 20 msec before the repetitive presynaptic activation led to long-term depression (LTD). Significant LTP occurred only at synapses with relatively low initial strength, whereas the extent of LTD did not show obvious dependence on the initial synaptic strength. Both LTP and LTD depended on the activation of NMDA receptors and were absent in cases in which the postsynaptic neurons were GABAergic in nature. Blockade of L-type calcium channels with nimodipine abolished the induction of LTD and reduced the extent of LTP. These results underscore the importance of precise spike timing, synaptic strength, and postsynaptic cell type in the activity-induced modification of central synapses and suggest that Hebb’s rule may need to incorporate a quantitative consideration of spike timing that reflects the narrow and asymmetric window for the induction of synaptic modification."
10.1162/neco.1996.8.1.85,[],0.656946,A Model of Spatial Map Formation in the Hippocampus of the Rat,Kenneth I. Blum; L. F. Abbott,1996.0,"<jats:p> Using experimental facts about long-term potentiation (LTP) and hippocampal place cells, we model how a spatial map of the environment can be created in the rat hippocampus. Sequential firing of place cells during exploration induces, in the model, a pattern of LTP between place cells that shifts the location coded by their ensemble activity away from the actual location of the animal. These shifts provide a navigational map that, in a simulation of the Morris maze, can guide the animal toward its goal. The model demonstrates how behaviorally generated modifications of synaptic strengths can be read out to affect subsequent behavior. Our results also suggest a way that navigational maps can be constructed from experimental recordings of hippocampal place cells. "
10.1126/science.290.5492.812,[],0.656146,Song Replay During Sleep and Computational Rules for Sensorimotor Vocal Learning,Amish S. Dave; Daniel Margoliash,2000.0,"<jats:p>Songbirds learn a correspondence between vocal-motor output and auditory feedback during development. For neurons in a motor cortex analog of adult zebra finches, we show that the timing and structure of activity elicited by the playback of song during sleep matches activity during daytime singing. The motor activity leads syllables, and the matching sensory response depends on a sequence of typically up to three of the preceding syllables. Thus, sensorimotor correspondence is reflected in temporally precise activity patterns of single neurons that use long sensory memories to predict syllable sequences. Additionally, “spontaneous” activity of these neurons during sleep matches their sensorimotor activity, a form of song “replay.” These data suggest a model whereby sensorimotor correspondences are stored during singing but do not modify behavior, and off-line comparison (e.g., during sleep) of rehearsed motor output and predicted sensory feedback is used to adaptively shape motor output."
10.1038/nn834,[],0.696361,Critical role of the hippocampus in memory for sequences of events,Norbert J. Fortin; Kara L. Agster; Howard B. Eichenbaum,2002.0,
10.1523/jneurosci.07-03-00774.1987,[],0.680073,Long-term potentiation in the hippocampus using depolarizing current pulses as the conditioning stimulus to single volley synaptic potentials,B Gustafsson; H Wigstrom; WC Abraham; YY Huang,1987.0,"<jats:p>The conditions responsible for the associative properties of long-term potentiation (LTP) were examined in the CA1 region of the hippocampal slice preparation. Intracellularly recorded EPSPs resulting from single- volley stimulation at low frequency (0.15–0.1 Hz) in the stratum radiatum or oriens were paired with depolarizing current pulses (50–100 msec) injected through the recording microelectrode. It is shown that these EPSPs, when paired with pulses of sufficient magnitude, become potentiated. This potentiation generally reached a peak after 20–30 pairing events and could outlast the conditioning period by more than 1 hr. It was specific to the paired input, was blocked by 2-amino-5- phosphonovalerate (APV) and was largely blocked by prior homosynaptic tetanization (and vice versa). In experiments performed with picrotoxin (PTX) in the bath, EPSPs were potentiated using 2–4 nA current pulses, with somewhat higher values in normal solution. The effective current pulses, in both normal and PTX solution, produced a repetitive spike discharge of 7–11 spikes (per 100 msec), and within this range, higher frequencies were associated with larger potentiations. However, since similar degrees of EPSP potentiation were observed following blockade of spike activity by intracellular QX-314, spike activity was not the primary conditioning factor. For the potentiation to appear, the EPSP had to occur together with the current pulse or precede it by less than about 100 msec. No potentiation was observed when the EPSP immediately succeeded the pulse. The results suggest that the cooperativity aspect of LTP is related to a need for sufficient postsynaptic depolarization.(ABSTRACT TRUNCATED AT 250 WORDS)"
10.1037/0735-7044.116.2.286,[],0.680424,The role of the hippocampus in memory for the temporal order of a sequence of odors.,Raymond P. Kesner; Paul E. Gilbert; Lindsay A. Barua,2002.0,
10.1523/jneurosci.19-10-04090.1999,[],0.668559,"Reactivation of Hippocampal Cell Assemblies: Effects of Behavioral State, Experience, and EEG Dynamics",Hemant S. Kudrimoti; Carol A. Barnes; Bruce L. McNaughton,1999.0,"<jats:p>During slow wave sleep (SWS), traces of neuronal activity patterns from preceding behavior can be observed in rat hippocampus and neocortex. The spontaneous reactivation of these patterns is manifested as the reinstatement of the distribution of pairwise firing-rate correlations within a population of simultaneously recorded neurons. The effects of behavioral state [quiet wakefulness, SWS, and rapid eye movement (REM)], interactions between two successive spatial experiences, and global modulation during 200 Hz electroencephalographic (EEG) “ripples” on pattern reinstatement were studied in CA1 pyramidal cell population recordings. Pairwise firing-rate correlations during often repeated experiences accounted for a significant proportion of the variance in these interactions in subsequent SWS or quiet wakefulness and, to a lesser degree, during SWS before the experience on a given day. The latter effect was absent for novel experiences, suggesting that a persistent memory trace develops with experience. Pattern reinstatement was strongest during sharp wave–ripple oscillations, suggesting that these events may reflect system convergence onto attractor states corresponding to previous experiences. When two different experiences occurred in succession, the statistically independent effects of both were evident in subsequent SWS. Thus, the patterns of neural activity reemerge spontaneously, and in an interleaved manner, and do not necessarily reflect persistence of an active memory (i.e., reverberation). Firing-rate correlations during REM sleep were not related to the preceding familiar experience, possibly as a consequence of trace decay during the intervening SWS. REM episodes also did not detectably influence the correlation structure in subsequent SWS, suggesting a lack of strengthening of memory traces during REM sleep, at least in the case of familiar experiences."
10.1016/0306-4522(83)90010-6,[],0.68136,Temporal contiguity requirements for long-term associative potentiation/depression in the hippocampus,W.B. Levy; O. Steward,1983.0,
10.1016/s0896-6273(01)00186-6,[],0.681654,Temporally Structured Replay of Awake Hippocampal Ensemble Activity during Rapid Eye Movement Sleep,Kenway Louie; Matthew A. Wilson,2001.0,
10.1126/science.275.5297.213,[],0.683027,Regulation of Synaptic Efficacy by Coincidence of Postsynaptic APs and EPSPs,Henry Markram; Joachim Lübke; Michael Frotscher; Bert Sakmann,1997.0,"<jats:p>Activity-driven modifications in synaptic connections between neurons in the neocortex may occur during development and learning. In dual whole-cell voltage recordings from pyramidal neurons, the coincidence of postsynaptic action potentials (APs) and unitary excitatory postsynaptic potentials (EPSPs) was found to induce changes in EPSPs. Their average amplitudes were differentially up- or down-regulated, depending on the precise timing of postsynaptic APs relative to EPSPs. These observations suggest that APs propagating back into dendrites serve to modify single active synaptic connections, depending on the pattern of electrical activity in the pre- and postsynaptic neurons."
10.1073/pnas.94.16.8918,[],0.680829,"Experience-dependent, asymmetric expansion of hippocampal place fields",Mayank R. Mehta; Carol A. Barnes; Bruce L. McNaughton,1997.0,"<jats:p>Theories of sequence learning based on temporally asymmetric, Hebbian long-term potentiation predict that during route learning the spatial firing distributions of hippocampal neurons should enlarge in a direction opposite to the animal’s movement. On a route AB, increased synaptic drive from cells representing A would cause cells representing B to fire earlier and more robustly. These effects appeared within a few laps in rats running on closed tracks. This provides indirect evidence for Hebbian synaptic plasticity and a functional explanation for why place cells become directionally selective during route following, namely, to preserve the synaptic asymmetry necessary to encode the sequence direction."
10.1016/s0896-6273(00)81072-7,[],0.68009,Experience-Dependent Asymmetric Shape of Hippocampal Receptive Fields,Mayank R. Mehta; Michael C. Quirk; Matthew A. Wilson,2000.0,
10.1038/nature00807,[],0.68267,Role of experience and oscillations in transforming a rate code into a temporal code,M. R. Mehta; A. K. Lee; M. A. Wilson,2002.0,
10.1016/s0959-4388(99)80025-7,[],0.732301,Neural models of memory,Michael E Hasselmo; James L McClelland,1999.0,
10.1038/nn1202,[],0.670855,Off-line replay maintains declarative memories in a model of hippocampal-neocortical interactions,Szabolcs Káli; Peter Dayan,2004.0,
10.1126/science.271.5257.1870,[],0.736642,Replay of Neuronal Firing Sequences in Rat Hippocampus During Sleep Following Spatial Experience,William E. Skaggs; Bruce L. McNaughton,1996.0,"<jats:p>The correlated activity of rat hippocampal pyramidal cells during sleep reflects the activity of those cells during earlier spatial exploration. Now the patterns of activity during sleep have also been found to reflect the order in which the cells fired during spatial exploration. This relation was reliably stronger for sleep after the behavioral session than before it; thus, the activity during sleep reflects changes produced by experience. This memory for temporal order of neuronal firing could be produced by an interaction between the temporal integration properties of long-term potentiation and the phase shifting of spike activity with respect to the hippocampal theta rhythm."
10.1126/science.1073538,[],0.735304,Coordinated Reactivation of Distributed Memory Traces in Primate Neocortex,K. L. Hoffman; B. L. McNaughton,2002.0,"<jats:p>Conversion of new memories into a lasting form may involve the gradual refinement and linking together of neural representations stored widely throughout neocortex. This consolidation process may require coordinated reactivation of distributed components of memory traces while the cortex is “offline,” i.e., not engaged in processing external stimuli. Simultaneous neural ensemble recordings from four sites in the macaque neocortex revealed such coordinated reactivation. In motor, somatosensory, and parietal cortex (but not prefrontal cortex), the behaviorally induced correlation structure and temporal patterning of neural ensembles within and between regions were preserved, confirming a major tenet of the trace-reactivation theory of memory consolidation."
10.1371/journal.pbio.0020024,[],0.731977,Long-Lasting Novelty-Induced Neuronal Reverberation during Slow-Wave Sleep in Multiple Forebrain Areas,Sidarta Ribeiro; Damien Gervasoni; Ernesto S Soares; Yi Zhou; Shih-Chieh Lin; Janaina Pantoja; Michael Lavine; Miguel A. L Nicolelis,2004.0,
10.1016/s0896-6273(00)80773-4,[],0.667889,"The Hippocampus, Memory, and Place Cells",Howard Eichenbaum; Paul Dudchenko; Emma Wood; Matthew Shapiro; Heikki Tanila,1999.0,
10.1016/j.tins.2004.12.001,[],0.732681,Hippocampal sequence-encoding driven by a cortical multi-item working memory buffer,Ole Jensen; John E. Lisman,2005.0,
10.1523/jneurosci.19-21-09497.1999,[],0.731528,Replay and Time Compression of Recurring Spike Sequences in the Hippocampus,Zoltán Nádasdy; Hajime Hirase; András Czurkó; Jozsef Csicsvari; György Buzsáki,1999.0,"<jats:p>Information in neuronal networks may be represented by the spatiotemporal patterns of spikes. Here we examined the temporal coordination of pyramidal cell spikes in the rat hippocampus during slow-wave sleep. In addition, rats were trained to run in a defined position in space (running wheel) to activate a selected group of pyramidal cells. A template-matching method and a joint probability map method were used for sequence search. Repeating spike sequences in excess of chance occurrence were examined by comparing the number of repeating sequences in the original spike trains and in surrogate trains after Monte Carlo shuffling of the spikes. Four different shuffling procedures were used to control for the population dynamics of hippocampal neurons. Repeating spike sequences in the recorded cell assemblies were present in both the awake and sleeping animal in excess of what might be predicted by random variations. Spike sequences observed during wheel running were “replayed” at a faster timescale during single sharp-wave bursts of slow-wave sleep. We hypothesize that the endogenously expressed spike sequences during sleep reflect reactivation of the circuitry modified by previous experience. Reactivation of acquired sequences may serve to consolidate information."
10.1093/brain/120.7.1173,[],0.696956,Regional cerebral blood flow throughout the sleep-wake cycle. An H2(15)O PET study,A. Braun,1997.0,
10.1006/nimg.2001.0806,[],0.697198,A Temporoparietal and Prefrontal Network for Retrieving the Spatial Context of Lifelike Events,Neil Burgess; Eleanor A. Maguire; Hugo J. Spiers; John O'Keefe,2001.0,
10.1093/cercor/12.9.893,[],0.697711,Homeostatic Maintenance of Neuronal Excitability by Burst Discharges In Vivo,G. Buzsaki,2002.0,
10.1037/0096-3445.120.3.235,[],0.697191,Learning the structure of event sequences.,Axel Cleeremans; James L. McClelland,1991.0,
10.1006/nimg.2002.1091,[],0.69694,Classical and Bayesian Inference in Neuroimaging: Applications,K.J. Friston; D.E. Glaser; R.N.A. Henson; S. Kiebel; C. Phillips; J. Ashburner,2002.0,
10.1523/jneurosci.22-15-06830.2002,[],0.697003,Learning-Dependent Increases in Sleep Spindle Density,Steffen Gais; Matthias Mölle; Kay Helms; Jan Born,2002.0,
10.1016/0166-4328(95)00012-i,[],0.696463,The sequential hypothesis of the function of sleep,Antonio Giuditta; Maria Vittoria Ambrosini; Paola Montagnese; Paola Mandile; Mario Cotugno; Gigliola Grassi Zucconi; Stefania Vescia,1995.0,
10.1016/s0896-6273(03)00095-3,[],0.696573,The Well-Worn Route and the Path Less Traveled,Tom Hartley; Eleanor A. Maguire; Hugo J. Spiers; Neil Burgess,2003.0,
10.1523/jneurosci.17-12-04800.1997,[],0.697286,Regional Cerebral Blood Flow Changes as a Function of Delta and Spindle Activity during Slow Wave Sleep in Humans,Nina Hofle; Tomás Paus; David Reutens; Pierre Fiset; Jean Gotman; Alan C. Evans; Barbara E. Jones,1997.0,"<jats:p>In the present study, we investigated changes in regional cerebral blood flow (rCBF) in humans during the progression from relaxed wakefulness through slow wave sleep (SWS). These changes were examined as a function of spindle (12–15 Hz) and δ (1.5–4.0 Hz) electroencephalographic (EEG) activity of SWS. rCBF was studied with positron emission tomography (PET) using the H<jats:sub>2</jats:sub><jats:sup>15</jats:sup>O bolus method. A maximum of six 60 sec scans were performed per subject during periods of wakefulness and stages 1–4 of SWS, as determined by on-line EEG monitoring. Spectral analysis was performed off-line on the EEG epochs corresponding to the scans for computation of activity in specific frequency bands. The relationship between EEG frequency band activity and normalized rCBF was determined by means of a voxel-by-voxel analysis of covariance. δ activity covaried negatively with rCBF most markedly in the thalamus and also in the brainstem reticular formation, cerebellum, anterior cingulate, and orbitofrontal cortex. After the effect of δ was removed, a significant negative covariation between spindle activity and the residual rCBF was evident in the medial thalamus. These negative covariations may reflect the disfacilitation and active inhibition of thalamocortical relay neurons in association with δ and spindles, as well as the neural substrates underlying the progressive attenuation of sensory awareness, motor responsiveness, and arousal that occur during SWS. δ activity covaried positively with rCBF in the visual and auditory cortex, possibly reflecting processes of dream-like mentation purported to occur during SWS."
10.1016/0166-4328(95)00015-l,[],0.69652,Brain organization and sleep function,James M. Krueger; Ferenc Obál; Levente Kapás; Jidong Fang,1995.0,
10.1038/35084005,[],0.696356,Neurophysiological investigation of the basis of the fMRI signal,Nikos K. Logothetis; Jon Pauls; Mark Augath; Torsten Trinath; Axel Oeltermann,2001.0,
10.1016/j.conb.2007.02.006,[],0.664968,The neuroscience of remote memory,Larry R Squire; Peter J Bayley,2007.0,
10.1126/science.1098180,[],0.664847,Sites of Neocortical Reorganization Critical for Remote Spatial Memory,Thibault Maviel; Thomas P. Durkin; Frédérique Menzaghi; Bruno Bontempi,2004.0,"<jats:p>The hippocampus is crucial for spatial memory formation, yet it does not store long-lasting memories. By combining functional brain imaging and region-specific neuronal inactivation in mice, we identified prefrontal and anterior cingulate cortex as critical for storage and retrieval of remote spatial memories. Imaging of activity-dependent genes also revealed an involvement of parietal and retrosplenial cortices during consolidation of remote memory. Long-term memory storage within some of these neocortical regions was accompanied by structural changes including synaptogenesis and laminar reorganization, concomitant with a functional disengagement of the hippocampus and posterior cingulate cortices. Thus, consolidation of spatial memory requires a time-dependent hippocampal-cortical dialogue, ultimately enabling widespread cortical networks to mediate effortful recall and use of cortically stored remote memories independently."
10.1016/0166-4328(95)00034-8,[],0.667558,What does the hippocampus really do?,Leonard E. Jarrard,1995.0,
10.1038/nn1369,[],0.665673,Spike phase precession persists after transient intrahippocampal perturbation,Michaël B Zugaro; Lénaïc Monconduit; György Buzsáki,2005.0,
10.1101/lm.726008,[],0.66896,Sustained increase in hippocampal sharp-wave ripple activity during slow-wave sleep after learning,Oxana Eschenko; Wiâm Ramadan; Matthias Mölle; Jan Born; Susan J. Sara,2008.0,"<jats:p>High-frequency oscillations, known as sharp-wave/ripple (SPW-R) complexes occurring in hippocampus during slow-wave sleep (SWS), have been proposed to promote synaptic plasticity necessary for memory consolidation. We recorded sleep for 3 h after rats were trained on an odor-reward association task. Learning resulted in an increased number SPW-Rs during the first hour of post-learning SWS. The magnitude of ripple events and their duration were also elevated for up to 2 h after the newly formed memory. Rats that did not learn the discrimination during the training session did not show any change in SPW-Rs. Successful retrieval from remote memory was likewise accompanied by an increase in SPW-R density and magnitude, relative to the previously recorded baseline, but the effects were much shorter lasting and did not include increases in ripple duration and amplitude. A short-lasting increase of ripple activity was also observed when rats were rewarded for performing a motor component of the task only. There were no increases in ripple activity after habituation to the experimental environment. These experiments show that the characteristics of hippocampal high-frequency oscillations during SWS are affected by prior behavioral experience. Associative learning induces robust and sustained (up to 2 h) changes in several SPW-R characteristics, while after retrieval from remote memory or performance of a well-trained procedural aspect of the task, only transient changes in ripple density were induced."
10.1038/nn.2337,[],0.665821,Replay of rule-learning related neural patterns in the prefrontal cortex during sleep,Adrien Peyrache; Mehdi Khamassi; Karim Benchenane; Sidney I Wiener; Francesco P Battaglia,2009.0,
10.1007/bf00185879,[],0.66491,Organization of identified fiber tracts in the rat fimbria-fornix: an anterograde tracing and electron microscopic study,G. Adelmann; T. Deller; M. Frotscher,1996.0,
10.1093/brain/awn103,[],0.66752,Ripples in the medial temporal lobe are relevant for human memory consolidation,N. Axmacher; C. E. Elger; J. Fell,2008.0,
10.1038/nn1961,[],0.666905,Forward and reverse hippocampal place-cell sequences during ripples,Kamran Diba; György Buzsáki,2007.0,
10.1016/s0896-6273(03)00752-9,[],0.667974,Prospective and Retrospective Memory Coding in the Hippocampus,Janina Ferbinteanu; Matthew L. Shapiro,2003.0,
10.1038/nature04587,[],0.666811,Reverse replay of behavioural sequences in hippocampal place cells during the awake state,David J. Foster; Matthew A. Wilson,2006.0,
10.1126/science.1164685,[],0.669772,Internally Generated Reactivation of Single Neurons in Human Hippocampus During Free Recall,Hagar Gelbard-Sagiv; Roy Mukamel; Michal Harel; Rafael Malach; Itzhak Fried,2008.0,"<jats:p>The emergence of memory, a trace of things past, into human consciousness is one of the greatest mysteries of the human mind. Whereas the neuronal basis of recognition memory can be probed experimentally in human and nonhuman primates, the study of free recall requires that the mind declare the occurrence of a recalled memory (an event intrinsic to the organism and invisible to an observer). Here, we report the activity of single neurons in the human hippocampus and surrounding areas when subjects first view cinematic episodes consisting of audiovisual sequences and again later when they freely recall these episodes. A subset of these neurons exhibited selective firing, which often persisted throughout and following specific episodes for as long as 12 seconds. Verbal reports of memories of these specific episodes at the time of free recall were preceded by selective reactivation of the same hippocampal and entorhinal cortex neurons. We suggest that this reactivation is an internally generated neuronal correlate for the subjective experience of spontaneous emergence of human recollection."
10.1523/jneurosci.3524-04.2004,[],0.665542,Global Forebrain Dynamics Predict Rat Behavioral States and Their Transitions,Damien Gervasoni; Shih-Chieh Lin; Sidarta Ribeiro; Ernesto S. Soares; Janaina Pantoja; Miguel A. L. Nicolelis,2004.0,"<jats:p>The wake-sleep cycle, a spontaneous succession of global brain states that correspond to major overt behaviors, occurs in all higher vertebrates. The transitions between these states, at once rapid and drastic, remain poorly understood. Here, intracranial local field potentials (LFPs) recorded in the cortex, hippocampus, striatum, and thalamus were used to characterize the neurophysiological correlates of the rat wake-sleep cycle. By way of a new method for the objective classification and quantitative investigation of all major brain states, we demonstrate that global brain state transitions occur simultaneously across multiple forebrain areas as specific spectral trajectories with characteristic path, duration, and coherence bandwidth. During state transitions, striking changes in neural synchronization are effected by the prominent narrow-band LFP oscillations that mark state boundaries. Our results demonstrate that distant forebrain areas tightly coordinate the processing of neural information during and between global brain states, indicating a very high degree of functional integration across the entire wake-sleep cycle. We propose that transient oscillatory synchronization of synaptic inputs, which underlie the rapid switching of global brain states, may facilitate the exchange of information within and across brain areas at the boundaries of very distinct neural processing regimens."
10.1016/j.nlm.2006.10.006,[],0.665352,Neural representations during sleep: From sensory processing to memory traces,Elizabeth Hennevin; Chloé Huetz; Jean-Marc Edeline,2007.0,
10.3758/bf03194952,[],0.676765,Proust nose best: Odors are better cues of autobiographical memory,Simon Chu; John J. Downes,2002.0,
10.1002/1099-0720(200103/04)15:2<159::aid-acp694>3.0.co;2-d,[],0.677382,Odour and Proustian memory: reduction of context-dependent forgetting and multiple forms of memory,Amanda Parker; Henny Ngu; Helen J. Cassaday,2001.0,
10.1016/j.neuron.2005.10.009,[],0.677212,Humans as an Animal Model for Systems-Level Organization of Olfaction,Christina Zelano; Noam Sobel,2005.0,
10.1101/lm.90405,[],0.677505,Dissociable contributions within the medial temporal lobe to encoding of object-location associations,Tobias Sommer; Michael Rose; Jan Gläscher; Thomas Wolbers; Christian Büchel,2005.0,"<jats:p>The crucial role of the medial temporal lobe (MTL) in episodic memory is
well established. Although there is little doubt that its anatomical
subregions—the hippocampus, peri-, entorhinal and parahippocampal cortex
(PHC)—contribute differentially to mnemonic processes, their specific
functions in episodic memory are under debate. Data from animal, human lesion,
and neuroimaging studies suggest somewhat contradictory perspectives on this
functional specialization: a general participation in declarative memory, an
exclusive involvement in associative mnemonic processes, and a specific
contribution to spatial memory are reported for the hippocampus, adjacent
cortices, and the PHC. A functional lateralization in humans dependent on the
verbalizability of the material is also discussed herein. To further elucidate
the differential contributions of the various MTL subregions to encoding, we
employed an object-location association memory paradigm. The memory for each
of the studied associations was tested twice: by the object, and by the
location serving as retrieval cue. The memory accuracy in response to both cue
types was also assessed parametrically. Brain activity during encoding which
leads to different degrees of subsequent memory accuracy under the two
retrieval conditions was compared. We found the bilateral posterior PHC to
participate in encoding of both the object associated with a location and the
location associated with an object. In contrast, activity in an area in the
left anterior PHC and the right anterior MTL was only correlated with the
memory for the location associated with an object."
10.1038/77744,[],0.676989,Experience-dependent changes in cerebral activation during human REM sleep,Pierre Maquet; Steven Laureys; Philippe Peigneux; Sonia Fuchs; Christophe Petiau; Christophe Phillips; Joel Aerts; Guy Del Fiore; Christian Degueldre; Thierry Meulemans; André Luxen; Georges Franck; Martial Van Der Linden; Carlyle Smith; Axel Cleeremans,2000.0,
10.1016/s1053-8119(03)00278-7,[],0.677075,Learned material content and acquisition level modulate cerebral reactivation during posttraining rapid-eye-movements sleep,Philippe Peigneux; Steven Laureys; Sonia Fuchs; Arnaud Destrebecqz; Fabienne Collette; Xavier Delbeuck; Christophe Phillips; Joel Aerts; Guy Del Fiore; Christian Degueldre; André Luxen; Axel Cleeremans; Pierre Maquet,2003.0,
10.1126/science.287.5451.248,[],0.663098,Memory--a Century of Consolidation,James L. McGaugh,2000.0,"<jats:p>The memory consolidation hypothesis proposed 100 years ago by Müller and Pilzecker continues to guide memory research. The hypothesis that new memories consolidate slowly over time has stimulated studies revealing the hormonal and neural influences regulating memory consolidation, as well as molecular and cellular mechanisms. This review examines the progress made over the century in understanding the time-dependent processes that create our lasting memories."
10.1016/b978-008045046-9.00770-1,[],0.662769,Memory Consolidation: Systems,K.A. Paller,2009.0,
10.1016/j.brainresbull.2003.09.004,[],0.664641,Sleep and synaptic homeostasis: a hypothesis,Giulio Tononi; Chiara Cirelli,2003.0,
10.1038/nrn2590,[],0.661632,A single standard for memory: the case for reconsolidation,Karim Nader; Oliver Hardt,2009.0,
10.1016/s0166-2236(02)00042-5,[],0.665894,Memory traces unbound,Karim Nader,2003.0,
10.1101/lm.7.2.73,[],0.664114,Retrieval and Reconsolidation: Toward a Neurobiology of Remembering,Susan J. Sara,2000.0,
10.1038/35021052,[],0.666855,Fear memories require protein synthesis in the amygdala for reconsolidation after retrieval,Karim Nader; Glenn E. Schafe; Joseph E. Le Doux,2000.0,
10.1126/science.160.3827.554,[],0.664007,Retrograde Amnesia Produced by Electroconvulsive Shock after Reactivation of a Consolidated Memory Trace,James R. Misanin; Ralph R. Miller; Donald J. Lewis,1968.0,"<jats:p>Rats had a memory loss of a fear response when they received an electroconvulsive shock 24 hours after the fear-conditioning trial and preceded by a brief presentation of the conditioned stimulus. No such loss occurred when the conditioned stimulus was not presented. The memory loss in animals given electroconvulsive shock 24 hours after conditioning was, furthermore, as great as that displayed in animals given electroconvulsive shock immediately after conditioning. This result throws doubt on the assertion that electroconvulsive shock exerts a selective amnesic effect on recently acquired memories and thus that electroconvulsive shock produces amnesia solely through interference with memory trace consolidation."
10.1016/s0896-6273(03)00674-3,[],0.666589,A Requirement for the Immediate Early Gene zif268 in Reconsolidation of Recognition Memory after Retrieval,Bruno Bozon; Sabrina Davis; Serge Laroche,2003.0,
10.1038/nn1871,[],0.667521,Synapse-specific reconsolidation of distinct fear memories in the lateral amygdala,Valérie Doyère; Jacek Dębiec; Marie-H Monfils; Glenn E Schafe; Joseph E LeDoux,2007.0,
