DOI,Title,Authors,Year,References,Score,Layer
10.1152/jn.2000.83.4.2374,Early Coding of Reaching in the Parietooccipital Cortex,Alexandra Battaglia-Mayer; Stefano Ferraina; Takashi Mitsuda; Barbara Marconi; Aldo Genovesio; Paolo Onorati; Francesco Lacquaniti; Roberto Caminiti,2000.0,,,3
10.1038/381697a0,Visual feature selectivity in frontal eye fields induced by experience in mature macaques,Narcisse P. Bichot; Jeffrey D. Schall; Kirk G. Thompson,1996.0,,,3
10.1212/wnl.50.5.1253,Human anterior intraparietal area subserves prehension,F. Binkofski; C. Dohle; S. Posse; K. M. Stephan; H. Hefter; R. J. Seitz; H. J. Freund,1998.0,,,3
10.1152/jn.1996.76.3.1457,Motor intention activity in the macaque's lateral intraparietal area. II. Changes of motor plan,R. M. Bracewell; P. Mazzoni; S. Barash; R. A. Andersen,1996.0,,,3
10.1126/science.273.5281.1544,Mechanisms of Heading Perception in Primate Visual Cortex,David C. Bradley; Marsha Maxwell; Richard A. Andersen; Martin S. Banks; Krishna V. Shenoy,1996.0,,,3
10.1038/416632a,Direct visuomotor transformations for reaching,Christopher A. Buneo; Murray R. Jarvis; Aaron P. Batista; Richard A. Andersen,2002.0,,,3
10.1152/jn.1981.46.4.755,Behavioral enhancement of visual responses in monkey cerebral cortex. I. Modulation in posterior parietal cortex related to selective visual attention,M. C. Bushnell; M. E. Goldberg; D. L. Robinson,1981.0,,,3
10.1007/s002210050890,Viewer-centered and body-centered frames of reference in direct visuomotor transformations,M. Carrozzo; J. McIntyre; M. Zago; F. Lacquaniti,1999.0,,,3
10.1152/jn.1998.79.6.2919,Matching Patterns of Activity in Primate Prefrontal Area 8a and Parietal Area 7ip Neurons During a Spatial Working MemoryTask,Matthew V. Chafee; Patricia S. Goldman-Rakic,1998.0,,,3
10.1038/10223,Real-time control of a robot arm using simultaneously recorded neurons in the motor cortex,John K. Chapin; Karen A. Moxon; Ronald S. Markowitz; Miguel A. L. Nicolelis,1999.0,,,3
10.1038/383618a0,Role of posterior parietal cortex in the recalibration of visually guided reaching,Dottie M. Clower; John M. Hoffman; John R. Votaw; Tracy L. Faber; Roger P. Woods; Garrett E. Alexander,1996.0,,,3
10.1016/s0896-6273(00)00073-8,Reaches to Sounds Encoded in an Eye-Centered Reference Frame,Yale E. Cohen; Richard A. Andersen,2000.0,,,3
10.1002/cne.902320403,Callosal and prefrontal associational projecting cell populations in area 7A of the macaque monkey: A study using retrogradely transported fluorescent dyes,R. A. Andersen; C. Asanuma; W. M. Cowan,1985.0,,,3
10.1523/jneurosci.10-04-01176.1990,"Eye position effects on visual, memory, and saccade-related activity in areas LIP and 7a of macaque",RA Andersen; RM Bracewell; S Barash; JW Gnadt; L Fogassi,1990.0,,,3
10.1146/annurev.neuro.20.1.303,MULTIMODAL REPRESENTATION OF SPACE IN THE POSTERIOR PARIETAL CORTEX AND ITS USE IN PLANNING MOVEMENTS,Richard A. Andersen; Lawrence H. Snyder; David C. Bradley; Jing Xing,1997.0,,,3
10.1093/oso/9780198542841.003.0020,Interaction of multiple representations of space in the brain,Michael A Arbib,1991.0,,,3
10.1523/jneurosci.11-01-00168.1991,Organization of visual inputs to the inferior temporal and posterior parietal cortex in macaques,JS Baizer; LG Ungerleider; R Desimone,1991.0,,,3
10.1152/jn.1991.66.3.1095,Saccade-related activity in the lateral intraparietal area. I. Temporal properties; comparison with area 7a,S. Barash; R. M. Bracewell; L. Fogassi; J. W. Gnadt; R. A. Andersen,1991.0,,,3
10.1152/jn.1991.66.3.1109,Saccade-related activity in the lateral intraparietal area. II. Spatial properties,S. Barash; R. M. Bracewell; L. Fogassi; J. W. Gnadt; R. A. Andersen,1991.0,,,3
10.1016/0028-3932(86)90075-8,Unilateral neglect: Personal and extra-personal,Edoardo Bisiach; Daniela Perani; Giuseppe Vallar; Anna Berti,1986.0,,,3
10.1152/jn.1995.73.2.886,Primate premotor cortex: modulation of preparatory neuronal activity by gaze angle,D. Boussaoud,1995.0,,,3
10.1007/978-3-642-60661-8_33,The Representation of Movement in Near Extra-Personal Space in the Macaque Ventral Intraparietal Area (VIP),F. Bremmer; J.-R. Duhamel; S. Ben Hamed; W. Graf,1997.0,,,3
10.1038/375232a0,Head position signals used by parietal neurons to encode locations of visual stimuli,Peter R. Brotchie; Richard A. Andersen; Lawrence H. Snyder; Sabrina J. Goodman,1995.0,,,3
10.1152/jn.1985.53.3.603,Primate frontal eye fields. I. Single neurons discharging before saccades,C. J. Bruce; M. E. Goldberg,1985.0,,,3
10.1152/jn.1994.71.3.1266,Primate frontal eye field activity during natural scanning eye movements,D. D. Burman; M. A. Segraves,1994.0,,,3
10.1093/cercor/6.3.319,The Sources of Visual Information to the Primate Frontal Lobe: A Novel Role for the Superior Parietal Lobule,Roberto Caminiti; Stefano Ferraina; Paul B. Johnson,1996.0,,,3
10.1016/s0926-6410(96)00046-8,Spatial representations for action in parietal cortex,Carol L. Colby; Jean-René Duhamel,1996.0,,,3
10.1152/jn.1993.69.3.902,Ventral intraparietal area of the macaque: anatomic location and visual response properties,C. L. Colby; J. R. Duhamel; M. E. Goldberg,1993.0,,,3
10.1152/jn.1996.76.5.2841,"Visual, presaccadic, and cognitive activation of single neurons in monkey lateral intraparietal area",C. L. Colby; J. R. Duhamel; M. E. Goldberg,1996.0,,,3
10.1002/cne.902690307,Topographical organization of cortical afferents to extrastriate visual area PO in the macaque: A dual tracer study,C. L. Colby; R. Gattass; C. R. Olson; C. G. Gross,1988.0,,,3
10.1016/0028-3932(94)90152-x,Left visuo-spatial neglect can be worse in far than in near space,A. Cowey; M. Small; S. Ellis,1994.0,,,3
10.1016/j.neuron.2004.11.017,Maintaining Accuracy at the Expense of Speed,Nixon M. Abraham; Hartwig Spors; Alan Carleton; Troy W. Margrie; Thomas Kuner; Andreas T. Schaefer,2004.0,,,3
10.1038/nature04982,Microstimulation of inferotemporal cortex influences face categorization,Seyed-Reza Afraz; Roozbeh Kiani; Hossein Esteky,2006.0,,,3
10.1152/jn.00130.2005,Selectivity of Inferior Temporal Neurons for Realistic Pictures Predicted by Algorithms for Image Database Navigation,Sarah Allred; Yan Liu; Bharathi Jagadeesh,2005.0,,,3
10.1002/cne.902960106,Corticocortical connections of anatomically and physiologically defined subdivisions within the inferior parietal lobule,R. A. Andersen; C. Asanuma; G. Essick; R. M. Siegel,1990.0,,,3
10.1016/0959-4388(92)90143-9,Evidence for the lateral intraparietal area as the parietal eye field,Richard A. Andersen; Peter R. Brotchie; Pietro Mazzoni,1992.0,,,3
10.1002/cne.902410309,The thalamic relations of the caudal inferior parietal lobule and the lateral prefrontal cortex in monkeys: Divergent cortical projections from cell clusters in the medial pulvinar nucleus,C. Asanuma; R. A. Andersen; W. M. Cowan,1985.0,,,3
10.1038/373518a0,Neuronal correlates of inferred motion in primate posterior parietal cortex,John A. Assad; John H. R. Maunsell,1995.0,,,3
10.1111/j.2044-8317.1965.tb00342.x,SOME ALTERNATIVE STOCHASTIC MODELS OF CHOICE<sup>1</sup>,R. J. Audley; A. R. Pike,1965.0,,,3
10.1523/jneurosci.18-18-07519.1998,Modulation of Neuronal Activity in Superior Colliculus by Changes in Target Probability,Michele A. Basso; Robert H. Wurtz,1998.0,,,3
10.1523/jneurosci.5007-03.2004,A Rapid and Precise On-Response in Posterior Parietal Cortex,James W. Bisley; B. Suresh Krishna; Michael E. Goldberg,2004.0,,,3
10.1002/cne.902990404,Visual receptive field organization and cortico‐cortical connections of the lateral intraparietal area (area LIP) in the macaque,Gene J. Blatt; Richard A. Andersen; Gene R. Stoner,1990.0,,,3
10.1038/33688,Encoding of three-dimensional structure-from-motion by primate area MT neurons,David C. Bradley; Grace C. Chang; Richard A. Andersen,1998.0,,,3
10.1016/s0896-6273(01)00303-8,Functional Imaging of Neural Responses to Expectancy and Experience of Monetary Gains and Losses,Hans C. Breiter; Itzhak Aharon; Daniel Kahneman; Anders Dale; Peter Shizgal,2001.0,,,3
10.1046/j.1460-9568.2002.02207.x,Heading encoding in the macaque ventral intraparietal area (VIP),Frank Bremmer; Jean‐René Duhamel; Suliann Ben Hamed; Werner Graf,2002.0,,,3
10.1046/j.1460-9568.2002.02206.x,Visual–vestibular interactive responses in the macaque ventral intraparietal area (VIP),Frank Bremmer; François Klam; Jean‐René Duhamel; Suliann Ben Hamed; Werner Graf,2002.0,,,3
10.1017/s0952523898153166,"Clustering of response selectivity in the medial superior 
temporal area of extrastriate cortex in the macaque monkey",KENNETH H. BRITTEN,1998.0,,,3
10.1016/0006-8993(71)90494-x,Response properties and receptive fields of cells in an anatomically defined region of the superior temporal sulcus in the monkey,R. Dubner; S.M. Zeki,1971.0,,,3
10.1113/jphysiol.1974.sp010452,Functional organization of a visual area in the posterior bank of the superior temporal sulcus of the rhesus monkey,S. M. Zeki,1974.0,,,3
10.1152/jn.1981.45.3.397,"Visual response properties of neurons in four extrastriate visual areas of the owl monkey (Aotus trivirgatus): a quantitative comparison of medial, dorsomedial, dorsolateral, and middle temporal areas",J. F. Baker; S. E. Petersen; W. T. Newsome; J. M. Allman,1981.0,,,3
10.1152/jn.1984.52.6.1106,Direction and orientation selectivity of neurons in visual area MT of the macaque,T. D. Albright,1984.0,,,3
10.1038/341052a0,Neuronal correlates of a perceptual decision,William T. Newsome; Kenneth H. Britten; J. Anthony Movshon,1989.0,,,3
10.1152/jn.1984.51.1.16,Columnar organization of directionally selective cells in visual area MT of the macaque,T. D. Albright; R. Desimone; C. G. Gross,1984.0,,,3
10.1152/jn.1968.31.5.659,Excitation of pyramidal tract cells by intracortical microstimulation: effective extent of stimulating current.,S D Stoney; W D Thompson; H Asanuma,1968.0,,,3
10.1113/jphysiol.1975.sp011034,The mode of activation of pyramidal tract cells by intracortical stimuli.,E Jankowska; Y Padel; R Tanaka,1975.0,,,3
10.1523/jneurosci.08-05-01712.1988,The organization of chromatic and spatial interactions in the primate striate cortex,DY Ts'o; CD Gilbert,1988.0,,,3
10.1523/jneurosci.09-07-02432.1989,Columnar specificity of intrinsic horizontal and corticocortical connections in cat visual cortex,CD Gilbert; TN Wiesel,1989.0,,,3
10.1152/jn.1986.55.6.1308,Motion selectivity in macaque visual cortex. I. Mechanisms of direction and speed selectivity in extrastriate area MT,A. Mikami; W. T. Newsome; R. H. Wurtz,1986.0,,,3
10.1152/jn.1989.62.1.31,Modulation of pursuit eye movements by stimulation of cortical areas MT and MST,H. Komatsu; R. H. Wurtz,1989.0,,,3
10.1152/jn.1988.60.2.604,Relation of cortical areas MT and MST to pursuit eye movements. II. Differentiation of retinal from extraretinal inputs,W. T. Newsome; R. H. Wurtz; H. Komatsu,1988.0,,,3
10.1523/jneurosci.05-03-00825.1985,Deficits in visual motion processing following ibotenic acid lesions of the middle temporal visual area of the macaque monkey,WT Newsome; RH Wurtz; MR Dursteler; A Mikami,1985.0,,,3
10.1037/h0027577,Category norms of verbal items in 56 categories A replication and extension of the Connecticut category norms.,William F. Battig; William E. Montague,1969.0,,,3
10.1037/0033-295x.94.2.115,Recognition-by-components: A theory of human image understanding.,Irving Biederman,1987.0,,,3
10.1016/0010-0285(88)90024-2,Surface versus edge-based determinants of visual recognition,Irving Biederman; Ginny Ju,1988.0,,,3
10.1037/h0041727,How shall a thing be called?,Roger Brown,1958.0,,,3
10.1016/0010-0285(73)90004-2,Perception in chess,William G. Chase; Herbert A. Simon,1973.0,,,3
10.1207/s15516709cog0502_2,Categorization and Representation of Physics Problems by Experts and Novices*,Michelene T. H. Chi; Paul J. Feltovich; Robert Glaser,1981.0,,,3
10.1017/s0022226700005363,The pragmatics of lexical specificity,D. A. Cruse,1977.0,,,3
10.1037/0096-3445.115.2.107,Why faces are and are not special: An effect of expertise.,Rhea Diamond; Susan Carey,1986.0,,,3
10.1525/ae.1978.5.1.02a00060,Salience and relativity in classification,J. W. D. DOUGHERTY,1978.0,,,3
10.1037/0022-3514.60.3.348,The basic level in personality-trait hierarchies: Studies of trait use and accessibility in different contexts.,Oliver P. John; Sarah E. Hampson; Lewis R. Goldberg,1991.0,,,3
10.1016/0010-0285(84)90009-4,Pictures and names: Making the connection,Pierre Jolicoeur; Mark A. Gluck; Stephen M. Kosslyn,1984.0,,,3
10.1016/s0022-5371(84)90170-1,Correlated properties in natural categories,Barbara C. Malt; Edward E. Smith,1984.0,,,3
10.2307/1129660,"Order of Acquisition of Subordinate-, Basic-, and Superordinate-Level Categories",Carolyn B. Mervis; Maria A. Crisafi,1982.0,,,3
10.1146/annurev.ps.32.020181.000513,Categorization of Natural Objects,C B Mervis; E Rosch,1981.0,,,3
10.1037/0033-295x.92.3.289,The role of theories in conceptual coherence.,Gregory L. Murphy; Douglas L. Medin,1985.0,,,3
10.1016/s0022-5371(82)90412-1,Basic-level superiority in picture categorization,Gregory L. Murphy; Edward E. Smith,1982.0,,,3
10.1016/0010-0285(76)90013-x,Basic objects in natural categories,Eleanor Rosch; Carolyn B Mervis; Wayne D Gray; David M Johnson; Penny Boyes-Braem,1976.0,,,3
10.1111/j.1540-4560.1985.tb01130.x,Social Categorization and Behavioral Episodes: A Cognitive Analysis of the Effects of Intergroup Contact,Myron Rothbart; Oliver P. John,1985.0,,,3
10.1016/s0020-7373(85)80064-x,Measuring the structure of expertise,Roger W. Schvaneveldt; Francis T. Durso; Timothy E. Goldsmith; Timothy J. Breen; Nancy M. Cooke; Richard G. Tucker; Joseph C. De Maio,1985.0,,,3
10.3406/psy.1968.27596,Le temps de réaction verbale : réponses spécifiques et réponses catégorielles à des stimulus-objets,Juan Segui; P Fraisse,1968.0,,,3
10.1037/0097-7403.14.1.43,The person concept in monkeys (Cebus apella).,M. R. D'Amato; Paul Van Sant,1988.0,,,3
10.1097/00001756-199801260-00023,Rapid categorization of natural images by rhesus monkeys,Michèle Fabre-Thorpe; Ghislaine Richard; Simon J. Thorpe,1998.0,,,3
10.1037/0097-7403.2.4.285,Natural concepts in pigeons.,R. J. Herrnstein; Donald H. Loveland; Cynthia Cable,1976.0,,,3
10.1126/science.146.3643.549,Complex Visual Concept in the Pigeon,R. J. Herrnstein; D. H. Loveland,1964.0,,,3
10.1037/0033-2909.112.3.500,Recent views of conceptual structure.,Lloyd K. Komatsu,1992.0,,,3
10.1037/0097-7403.14.3.247,"Concept learning at different levels of abstraction by pigeons, monkeys, and people.",William A. Roberts; Dwight S. Mazmanian,1988.0,,,3
10.1037/0097-7403.10.4.564,"Studies of concept formation by stumptailed monkeys: Concepts humans, monkeys, and letter A..",Allan M. Schrier; Ronald Angarella; Morris L. Povar,1984.0,,,3
10.1037/0097-7403.13.2.136,Categorization of natural stimuli by monkeys (Macaca mulatta): Effects of stimulus set size and modification of exemplars.,Allan M. Schrier; Patricia M. Brady,1987.0,,,3
10.1523/jneurosci.10-11-03543.1990,How well do response changes of striate neurons signal differences in orientation: a study in the discriminating monkey,R Vogels; GA Orban,1990.0,,,3
10.1007/bf02382403,Species discrimination and concept formation by rhesus monkeys (Macaca mulatta),Shin'ichi Yoshikubo,1985.0,,,3
10.1523/jneurosci.17-20-07902.1997,Organization of Corticostriatal and Corticoamygdalar Projections Arising from the Anterior Inferotemporal Area TE of the Macaque Monkey: A<i>Phaseolus vulgaris</i>Leucoagglutinin Study,K. Cheng; K. S. Saleem; K. Tanaka,1997.0,,,3
10.1038/380499a0,A neural basis for lexical retrieval,Hanna Damasio; Thomas J. Grabowski; Daniel Tranel; Richard D. Hichwa; Antonio R. Damasio,1996.0,,,3
10.1523/jneurosci.04-08-02051.1984,Stimulus-selective properties of inferior temporal neurons in the macaque,R Desimone; TD Albright; CG Gross; C Bruce,1984.0,,,3
10.1523/jneurosci.12-02-00408.1992,Color selectivity of neurons in the inferior temporal cortex of the awake macaque monkey,H Komatsu; Y Ideura; S Kaji; S Yamane,1992.0,,,3
10.1093/cercor/5.3.270,Psychophysical and Physiological Evidence for Viewer-centered Object Representations in the Primate,N. K. Logothetis; J. Pauls,1995.0,,,3
10.1146/annurev.ne.19.030196.003045,Visual Object Recognition,Nikos K. Logothetis; David L. Sheinberg,1996.0,,,3
10.1016/0166-4328(94)90057-4,Neuronal responses to photographs in the superior temporal sulcus of the rhesus monkey,Akichika Mikami; Katsuki Nakamura; Kisou Kubota,1994.0,,,3
10.1038/331068a0,Neuronal correlate of pictorial short-term memory in the primate temporal cortexYasushi Miyashita,Yasushi Miyashita; Han Soo Chang,1988.0,,,3
10.1016/0166-4328(95)00227-8,The primate temporal pole: its putative role in object recognition and memory,K. Nakamura; K. Kubota,1996.0,,,3
10.1152/jn.1994.71.3.1206,Visual response properties of single neurons in the temporal pole of behaving monkeys,K. Nakamura; K. Matsumoto; A. Mikami; K. Kubota,1994.0,,,3
10.1152/jn.1995.73.2.713,Sparseness of the neuronal representation of stimuli in the primate temporal visual cortex,E. T. Rolls; M. J. Tovee,1995.0,,,3
10.1088/0954-898x_1_4_002,The relative advantages of sparse versus distributed encoding for associative neuronal networks in the brain,Edmund T Rolls; Alessandro Treves,1990.0,,,3
10.1523/jneurosci.16-15-04757.1996,Divergent Projections from the Anterior Inferotemporal Area TE to the Perirhinal and Entorhinal Cortices in the Macaque Monkey,K. S. Saleem; K. Tanaka,1996.0,,,3
10.1016/0006-8993(78)90584-x,Afferent cortical connections and architectonics of the superior temporal sulcus and surrounding cortex in the rhesus monkey,Benjamin Seltzer; Deepak N. Pandya,1978.0,,,3
10.1002/cne.902900402,Intrinsic connections and architectonics of the superior temporal sulcus in the rhesus monkey,Benjamin Seltzer; Deepak N. Pandya,1989.0,,,3
10.1002/cne.903430308,"Parietal, temporal, and occipita projections to cortex of the superior temporal sulcus in the rhesus monkey: A retrograde tracer study",Benjamin Seltzer; Deepak N. Pandya,1994.0,,,3
10.1093/cercor/8.6.510,View-invariant representations of familiar objects by neurons in the inferior temporal visual cortex,M. Booth,1998.0,,,3
10.1016/0893-6080(95)00053-4,Fast-learning VIEWNET architectures for recognizing three-dimensional objects from multiple two-dimensional views,Gary Bradski; Stephen Grossberg,1995.0,,,3
10.1016/s0734-189x(87)80014-2,A massively parallel architecture for a self-organizing neural pattern recognition machine,Gail A. Carpenter; Stephen Grossberg,1987.0,,,3
10.3758/bf03206880,3-D vision and figure-ground separation by visual cortex,Stephen Grossberg,1994.0,,,3
10.1152/jn.1994.71.3.856,Neuronal selectivities to complex object features in the ventral visual pathway of the macaque cerebral cortex,E. Kobatake; K. Tanaka,1994.0,,,3
10.1016/s0079-6123(08)60379-9,Chapter 28 Visual pathways to perception and action,A. David Milner; Melvyn A. Goodale,1993.0,,,3
10.1242/jeb.146.1.21,“Tho’ she kneel’d in that place where they grew…” The uses and origins of primate colour vision,J. D. Mollon,1989.0,,,3
10.1017/s095252380000804x,Visual latencies in areas V1 and V2 of the macaque monkey,L.G. Nowak; M.H.J. Munk; P. Girard; J. Bullier,1995.0,,,3
10.1006/cogp.1999.0728,Diagnostic Colors Mediate Scene Recognition,Aude Oliva; Philippe G. Schyns,2000.0,,,3
10.1152/jn.1992.68.1.70,Time course of neural responses discriminating different views of the face and head,M. W. Oram; D. I. Perrett,1992.0,,,3
10.1068/p210147,Temporal Integration of Spatially Filtered Visual Images,Denis M Parker; J Rowland Lishman; James Hughes,1992.0,,,3
10.1080/14640748908402394,The Effects of Surface Detail on Object Categorization and Naming,Cathy J. Price; Glyn W. Humphreys,1989.0,,,3
10.1016/s0042-6989(97)00462-8,"Frugivory and colour vision in Alouatta seniculus, a trichromatic platyrrhine monkey",B.C Regan; C Julliot; B Simmen; F Viénot; P Charles-Dominique; J.D Mollon,1998.0,,,3
10.1111/j.1467-9280.1994.tb00500.x,From Blobs to Boundary Edges: Evidence for Time- and Spatial-Scale-Dependent Scene Recognition,Philippe G. Schyns; Aude Oliva,1994.0,,,3
10.3758/bf03206016,The organization of multidimensional selection on the basis of color and shape: An event-related brain potential study,H. G. O. M. Smid; A. Jakob; H. J. Heinze,1997.0,,,3
10.1038/35003571,Macaque monkeys categorize images by their ordinal number,Tanya Orlov; Volodya Yakovlev; Shaul Hochstein; Ehud Zohary,2000.0,,,3
10.1098/rstb.1992.0003,Organization and functions of cells responsive to faces in the temporal cortex,,1992.0,,,3
10.1007/978-3-642-65495-4_11,Visual Functions of Inferotemporal Cortex,Charles G. Gross,1973.0,,,3
10.1038/35036228,The prefontral cortex and cognitive control,Earl K. Miller,2000.0,,,3
10.1126/science.273.5281.1542,Categorical Perception of Sound Frequency by Crickets,Robert A. Wyttenbach; Michael L. May; Ronald R. Hoy,1996.0,,,3
10.1023/a:1008170818506,Morphable Surface Models,Christian R. Shelton,2000.0,,,3
10.1523/jneurosci.16-16-05154.1996,Neural Mechanisms of Visual Working Memory in Prefrontal Cortex of the Macaque,Earl K. Miller; Cynthia A. Erickson; Robert Desimone,1996.0,,,3
10.1097/00001756-199208000-00018,Mnemonic and predictive functions of cortical neurons in a memory task,Javier Quintana; Joaquin M. Fuster,1992.0,,,3
10.1523/jneurosci.19-13-05493.1999,Prospective Coding for Objects in Primate Prefrontal Cortex,Gregor Rainer; S. Chenchal Rao; Earl K. Miller,1999.0,,,3
10.1016/s0896-6273(00)80658-3,Neural Activity in the Primate Prefrontal Cortex during Associative Learning,Wael F Asaad; Gregor Rainer; Earl K Miller,1998.0,,,3
10.7208/chicago/9780226471013.001.0001,"Women, Fire, and Dangerous Things",George Lakoff,1987.0,,,3
10.1038/380069a0,Dissociation in prefrontal cortex of affective and attentional shifts,R. Dias; T. W. Robbins; A. C. Roberts,1996.0,,,3
10.1016/0010-0277(89)90036-x,Aligning pictorial descriptions: An approach to object recognition,Shimon Ullman,1989.0,,,3
10.1016/0010-0285(87)90013-2,A case of viewer-centered object perception,Irvin Rock; Joseph DiVita,1987.0,,,3
10.1111/j.1467-9280.1990.tb00209.x,When does Human Object Recognition use a Viewer-Centered Reference Frame?,Michael J. Tarr; Steven Pinker,1990.0,,,3
10.1073/pnas.89.1.60,Psychophysical support for a two-dimensional view interpolation theory of object recognition.,H H Bülthoff; S Edelman,1992.0,,,3
10.1016/0042-6989(92)90102-o,Orientation dependence in the recognition of familiar and novel views of three-dimensional objects,Shimon Edelman; Heinrich H. Bülthoff,1992.0,,,3
10.1038/343263a0,A network that learns to recognize three-dimensional objects,T. Poggio; S. Edelman,1990.0,,,3
10.1016/s0960-9822(00)00089-0,View-dependent object recognition by monkeys,N.K. Logothetis; J. Pauls; H.H. Bülthoff; T. Poggio,1994.0,,,3
10.1126/science.247.4945.978,Regularization Algorithms for Learning That Are Equivalent to Multilayer Networks,T. Poggio; F. Girosi,1990.0,,,3
10.1152/jn.1981.46.2.369,Visual properties of neurons in a polysensory area in superior temporal sulcus of the macaque.,C Bruce; R Desimone; C G Gross,1981.0,,,3
10.1007/bf00279674,What facial features activate face neurons in the inferotemporal cortex of the monkey?,S. Yamane; S. Kaji; K. Kawano,1988.0,,,3
10.1152/jn.1987.57.1.132,Temporal encoding of two-dimensional patterns by single units in primate inferior temporal cortex. I. Response characteristics,B. J. Richmond; L. M. Optican; M. Podell; H. Spitzer,1987.0,,,3
10.1038/335817a0,Neuronal correlate of visual associative long-term memory in the primate temporal cortex,Yasushi Miyashita,1988.0,,,3
10.1152/jn.1991.66.1.170,Coding visual images of objects in the inferotemporal cortex of the macaque monkey,K. Tanaka; H. Saito; Y. Fukada; M. Moriya,1991.0,,,3
10.1038/360343a0,Columns for visual features of objects in monkey inferotemporal cortex,Ichiro Fujita; Keiji Tanaka; Minami Ito; Kang Cheng,1992.0,,,3
10.1152/jn.1993.70.3.1115,Response properties of neurons in temporal cortical visual areas of infant monkeys,H. R. Rodman; S. P. Scalaidhe; C. G. Gross,1993.0,,,3
10.1098/rspb.1985.0003,Visual cells in the temporal cortex sensitive to face view and gaze direction,,1985.0,,,3
10.1016/s0960-9822(95)00096-0,Face Recognition: What are faces for?,Martin J. Tovée,1995.0,,,3
10.1016/s0042-6989(96)00286-6,Becoming a “Greeble” Expert: Exploring Mechanisms for Face Recognition,ISABEL GAUTHIER; MICHAEL J. TARR,1997.0,,,3
10.1068/p190773,Distinctiveness and Expertise Effects with Homogeneous Stimuli: Towards a Model of Configural Coding,Gillian Rhodes; Ian G McLean,1990.0,,,3
10.1523/jneurosci.14-11-06336.1994,The functional organization of human extrastriate cortex: a PET-rCBF study of selective attention to faces and locations,JV Haxby; B Horwitz; LG Ungerleider; JM Maisog; P Pietrini; CL Grady,1994.0,,,3
10.1016/s0926-6410(96)00041-9,Functional imaging of human visual recognition,Nancy Kanwisher; Marvin M Chun; Josh McDermott; Patrick J Ledden,1996.0,,,3
10.1523/jneurosci.17-11-04302.1997,The Fusiform Face Area: A Module in Human Extrastriate Cortex Specialized for Face Perception,Nancy Kanwisher; Josh McDermott; Marvin M. Chun,1997.0,,,3
10.1152/jn.1995.74.3.1192,Face-sensitive regions in human extrastriate cortex studied by functional MRI,A. Puce; T. Allison; J. C. Gore; G. McCarthy,1995.0,,,3
10.1093/brain/115.1.15,FUNCTIONAL NEUROANATOMY OF FACE AND OBJECT PROCESSING,JUSTINE SERGENT; SHINSUKE OHTA; BRENNAN MACDONALD,1992.0,,,3
10.1098/rstb.1992.0007,Functional and anatomical decomposition of face processing: evidence from prosopagnosia and PET study of normal subjects,,1992.0,,,3
10.1212/wnl.32.4.331,Prosopagnosia,Antonio R. Damasio; Hanna Damasio; Gary W. Van Hoesen,1982.0,,,3
10.1016/0042-6989(94)00273-o,"The inverted face inversion effect in prosopagnosia: Evidence for mandatory, face-specific perceptual mechanisms",Martha J. Farah; Kevin D. Wilson; H. Maxwell Drain; James R. Tanaka,1995.0,,,3
10.1080/14640749308401064,Prosopagnosia: A Face-Specific Disorder,Jane E. McNeil; Elizabeth K. Warrington,1993.0,,,3
10.1016/0166-2236(85)90051-7,Prosopagnosia,Antonio R. Damasio,1985.0,,,3
10.1016/0166-2236(90)90184-c,Category-related recognition defects as a clue to the neural substrates of knowledge,Antonio R. Damasio,1990.0,,,3
10.1146/annurev.ne.13.030190.000513,Face Agnosia and the Neural Substrates of Memory,A R Damasio; D Tranel; H Damasio,1990.0,,,3
10.1002/hbm.460030207,Identifying objects at different levels of hierarchy: A positron emission tomography study,Stephen M. Kosslyn; Nathaniel M. Alpert; William L. Thompson,1995.0,,,3
10.1111/1467-9280.00145,Blind to Object Changes: When Learning the Same Object at Different Levels of Categorization Modifies Its Perception,Annie Archambault; Christopher O'Donnell; Philippe G. Schyns,1999.0,,,3
10.1152/jn.1994.71.2.821,Face recognition in human extrastriate cortex,T. Allison; H. Ginter; G. McCarthy; A. C. Nobre; A. Puce; M. Luby; D. D. Spencer,1994.0,,,3
10.1038/9224,Activation of the middle fusiform 'face area' increases with expertise in recognizing novel objects,Isabel Gauthier; Michael J. Tarr; Adam W. Anderson; Pawel Skudlarski; John C. Gore,1999.0,,,3
10.1162/jocn.1997.9.5.605,Face-Specific Processing in the Human Fusiform Gyrus,Gregory McCarthy; Aina Puce; John C. Gore; Truett Allison,1997.0,,,3
10.1097/00001756-199901180-00035,The fusiform face area is selective for faces not animals,Nancy Kanwisher; Damian Stanley; Alison Harris,1999.0,,,3
10.1093/cercor/2.5.375,Varieties of Functional Deficits in Prosopagnosia,Justine Sergent; Jean-Louis Signoret,1992.0,,,3
10.1162/jocn.1997.9.5.555,What Is Special about Face Recognition? Nineteen Experiments on a Person with Visual Object Agnosia and Dyslexia but Normal Face Recognition,Morris Moscovitch; Gordon Winocur; Marlene Behrmann,1997.0,,,3
10.1073/pnas.96.16.9379,Distributed representation of objects in the human ventral visual pathway,Alumit Ishai; Leslie G. Ungerleider; Alex Martin; Jennifer L. Schouten; James V. Haxby,1999.0,,,3
10.1162/089892998562799,Semantic and Visual Determinants of Face Recognition in a Prosopagnosic Patient,Mike J. Dixon; Daniel N. Bub; Martin Arguin,1998.0,,,3
